aX,aY,aZ,gX,gY,gZ
0.525,0.204,0.762,50.781,66.101,-208.740
0.567,0.166,0.749,47.119,66.162,-201.050
0.549,0.173,0.734,43.457,62.988,-190.125
0.595,0.183,0.722,41.260,60.852,-179.504
0.572,0.217,0.724,40.649,55.237,-170.776
0.602,0.261,0.713,41.626,50.171,-167.786
0.651,0.298,0.738,44.250,45.471,-168.457
0.591,0.317,0.752,45.959,41.016,-174.622
0.631,0.312,0.764,46.082,46.509,-191.406
0.599,0.258,0.773,44.922,49.255,-209.351
0.605,0.197,0.790,40.833,49.316,-225.586
0.615,0.161,0.816,34.424,46.509,-240.723
0.594,0.106,0.853,26.489,40.955,-252.075
0.577,0.045,0.888,15.930,35.034,-260.864
0.586,-0.033,0.908,2.197,31.311,-268.433
0.555,-0.130,0.926,-15.015,33.081,-275.818
0.563,-0.278,0.920,-35.645,38.025,-284.485
0.575,-0.438,0.910,-57.983,41.138,-294.250
0.567,-0.623,0.888,-80.994,39.490,-303.894
0.612,-0.728,0.869,-103.333,34.180,-314.758
0.601,-0.727,0.953,-117.554,28.625,-318.604
0.588,-0.774,0.988,-123.718,23.804,-291.687
0.601,-0.798,1.013,-126.038,26.184,-247.498
0.492,-0.710,0.998,-120.300,34.546,-202.698
0.706,-0.620,0.956,-98.816,46.753,-169.556
0.644,-0.585,0.982,-61.707,48.218,-144.836
0.629,-0.572,0.992,-22.705,57.068,-128.418
0.653,-0.584,0.962,8.789,79.163,-116.394
0.694,-0.604,0.892,29.358,101.746,-107.788
0.689,-0.644,0.819,39.795,115.234,-102.173
0.706,-0.681,0.738,39.429,126.892,-100.037
0.741,-0.717,0.657,29.663,132.019,-97.839
0.758,-0.736,0.604,14.282,128.235,-92.468
0.736,-0.725,0.560,-3.296,118.286,-83.740
0.717,-0.679,0.537,-18.127,106.384,-73.669
0.711,-0.661,0.538,-25.574,93.140,-63.843
0.720,-0.646,0.558,-27.222,81.665,-57.190
0.720,-0.647,0.599,-26.855,70.923,-51.453
0.724,-0.681,0.635,-28.992,64.270,-48.889
0.747,-0.706,0.666,-35.706,64.026,-51.636
0.729,-0.750,0.689,-44.006,68.237,-56.702
0.703,-0.784,0.676,-51.453,79.224,-62.317
0.688,-0.812,0.597,-54.565,93.262,-68.604
0.725,-0.799,0.537,-46.814,106.384,-75.012
0.699,-0.853,0.515,-29.114,107.178,-75.500
0.698,-0.904,0.501,-6.409,102.661,-71.228
0.709,-0.962,0.493,21.362,98.633,-57.129
0.701,-1.001,0.498,52.429,93.445,-36.072
0.707,-1.019,0.501,78.064,89.905,-15.686
0.705,-1.008,0.490,92.651,92.957,0.000
0.689,-0.976,0.443,95.154,100.159,12.512
0.702,-0.920,0.375,89.600,106.750,24.353
0.690,-0.856,0.300,81.299,108.948,34.607
0.706,-0.808,0.240,73.181,104.858,41.992
0.736,-0.786,0.219,65.369,93.750,45.288
0.722,-0.776,0.239,55.908,79.834,47.180
0.722,-0.783,0.281,43.762,70.251,48.462
0.725,-0.781,0.333,30.457,65.796,49.438
0.717,-0.782,0.378,20.020,64.880,50.232
0.669,-0.788,0.404,16.235,68.970,48.401
0.657,-0.817,0.395,18.982,79.834,43.335
0.630,-0.839,0.350,26.428,94.177,39.612
0.613,-0.848,0.283,37.903,107.666,40.588
0.605,-0.862,0.185,50.598,116.089,45.410
-0.308,2.080,0.394,126.770,-83.984,48.157
-0.270,2.150,0.419,150.024,-81.055,39.063
-0.215,2.155,0.429,162.048,-78.918,16.541
-0.131,2.051,0.447,158.508,-80.383,-16.663
-0.064,1.894,0.480,136.597,-86.121,-57.678
-0.035,1.685,0.521,101.318,-93.994,-95.276
-0.003,1.488,0.554,63.538,-102.478,-120.911
0.005,1.327,0.605,36.194,-110.901,-132.568
0.035,1.186,0.623,25.269,-114.990,-132.263
0.068,1.072,0.666,28.076,-110.168,-126.648
0.082,0.976,0.679,36.926,-102.234,-115.356
0.101,0.932,0.673,46.631,-91.614,-98.999
0.135,0.932,0.640,55.176,-80.627,-79.041
0.149,0.977,0.588,59.082,-71.960,-58.350
0.200,1.023,0.521,56.335,-65.063,-42.664
0.231,1.054,0.469,46.631,-64.941,-37.842
0.242,1.067,0.446,30.884,-72.815,-43.701
0.245,1.062,0.462,12.268,-84.778,-54.626
0.243,1.040,0.509,-4.395,-95.520,-65.369
0.254,1.032,0.540,-15.930,-101.563,-73.853
0.290,1.023,0.566,-17.029,-102.295,-82.703
0.321,1.010,0.605,-7.996,-100.037,-92.468
0.342,0.996,0.646,3.845,-93.750,-101.685
0.363,0.971,0.664,10.742,-82.947,-107.422
0.385,0.938,0.655,10.864,-69.519,-111.572
0.398,0.904,0.627,6.226,-56.152,-116.455
0.401,0.874,0.588,1.587,-45.593,-122.375
0.416,0.840,0.549,-0.244,-37.903,-127.258
0.426,0.817,0.513,0.610,-32.043,-129.822
0.415,0.825,0.465,3.174,-26.489,-129.883
0.416,0.805,0.412,9.277,-22.888,-126.526
0.457,0.783,0.382,16.602,-22.278,-123.535
0.437,0.772,0.360,18.188,-21.729,-126.160
0.450,0.739,0.351,14.587,-24.170,-129.272
0.452,0.691,0.350,6.775,-28.259,-130.188
0.470,0.666,0.334,-4.028,-32.898,-129.700
0.443,0.607,0.345,-12.634,-40.405,-126.099
0.505,0.573,0.394,-18.372,-49.805,-121.399
0.504,0.602,0.468,-27.283,-56.152,-119.324
0.556,0.657,0.530,-35.034,-60.608,-113.281
0.564,0.674,0.592,-38.391,-63.049,-105.286
0.637,0.663,0.644,-38.025,-62.683,-106.018
0.625,0.621,0.693,-37.354,-57.983,-117.004
0.659,0.504,0.715,-36.560,-47.668,-129.089
0.683,0.383,0.703,-35.400,-32.471,-138.733
0.687,0.298,0.676,-33.813,-14.526,-143.738
0.712,0.262,0.640,-28.625,-2.197,-138.184
0.720,0.270,0.595,-18.982,6.042,-124.573
0.711,0.349,0.558,-6.165,11.658,-106.140
0.732,0.478,0.530,9.705,13.245,-86.792
0.742,0.613,0.517,23.987,14.954,-74.158
0.766,0.717,0.512,33.447,16.541,-71.350
0.800,0.760,0.516,36.072,17.090,-77.881
0.826,0.729,0.520,31.067,17.456,-91.248
0.908,0.649,0.529,21.301,16.724,-107.239
0.908,0.565,0.556,8.057,16.541,-117.004
1.031,0.510,0.572,-5.615,14.648,-112.732
1.020,0.506,0.613,-16.907,10.986,-98.938
1.086,0.549,0.642,-20.264,9.766,-84.106
1.107,0.632,0.690,-14.954,10.132,-68.359
1.128,0.724,0.734,-4.822,12.329,-56.091
1.094,0.815,0.756,5.127,19.897,-48.462
1.132,0.875,0.729,11.108,33.813,-46.692
1.171,0.914,0.694,12.634,45.288,-53.284
1.189,0.907,0.687,9.827,48.157,-65.552
1.168,0.856,0.708,1.282,46.509,-80.139
1.137,0.771,0.730,-11.719,46.936,-94.543
1.099,0.678,0.725,-24.231,50.232,-105.652
1.114,0.565,0.700,-32.166,55.298,-112.732
1.096,0.452,0.682,-34.912,58.655,-117.859
1.079,0.356,0.664,-35.645,62.927,-120.483
1.067,0.268,0.628,-35.828,69.580,-118.652
1.057,0.179,0.585,-36.926,75.684,-114.502
1.038,0.084,0.540,-40.161,80.688,-110.657
1.032,-0.012,0.490,-46.692,86.243,-107.544
0.996,-0.072,0.448,-52.795,90.576,-103.943
0.971,-0.125,0.399,-56.213,92.468,-96.741
0.934,-0.151,0.361,-54.138,92.468,-87.402
0.932,-0.172,0.330,-46.143,90.881,-78.491
0.923,-0.196,0.298,-36.133,88.318,-69.275
0.927,-0.204,0.277,-26.794,85.815,-62.622
0.941,-0.214,0.256,-20.203,82.581,-55.847
0.954,-0.225,0.250,-16.724,78.247,-50.232
0.978,-0.255,0.237,-17.273,74.158,-45.044
1.007,-0.291,0.224,-19.958,72.937,-41.626
1.043,-0.328,0.203,-23.926,73.120,-38.025
1.071,-0.351,0.186,-26.733,73.181,-32.898
1.080,-0.348,0.164,-26.245,73.669,-23.682
1.063,-0.329,0.162,-19.653,74.402,-13.123
1.014,-0.304,0.161,-9.583,74.829,-2.747
0.982,-0.272,0.165,1.038,77.515,4.578
0.941,-0.245,0.168,8.423,80.200,10.742
0.915,-0.224,0.155,10.315,83.374,13.611
0.887,-0.227,0.139,9.094,84.534,11.047
0.858,-0.275,0.138,6.470,82.275,4.211
0.845,-0.357,0.163,1.587,78.857,-3.723
0.816,-0.449,0.199,-5.859,73.547,-9.521
0.770,-0.529,0.232,-13.916,69.275,-11.963
0.750,-0.597,0.246,-19.226,67.749,-13.000
0.690,-0.592,0.271,-20.264,64.880,-15.808
0.596,-0.506,0.273,-14.404,65.796,-15.869
0.522,-0.461,0.346,-0.305,76.233,-2.869
0.473,-0.454,0.301,17.029,86.609,32.837
0.455,-0.365,0.215,34.973,97.473,70.984
0.428,-0.213,0.132,55.542,102.234,100.647
0.427,-0.069,0.070,77.576,99.609,121.033
0.411,0.047,0.056,95.825,91.553,134.277
0.406,0.129,0.064,101.746,86.975,148.560
0.341,0.117,0.077,92.712,85.083,169.434
0.416,0.354,-0.000,75.073,85.205,177.368
0.293,0.579,-0.008,65.796,78.979,168.274
0.291,0.743,-0.024,70.129,72.510,163.147
0.303,0.884,-0.040,79.041,68.115,155.090
0.278,0.997,-0.034,88.440,62.500,144.165
0.308,1.045,-0.043,93.567,58.533,130.859
0.361,1.057,-0.063,89.905,55.298,112.305
0.389,1.034,-0.081,76.843,51.575,87.646
0.423,0.982,-0.106,56.152,47.791,59.204
0.450,0.910,-0.123,32.715,44.067,32.593
