aX,aY,aZ,gX,gY,gZ
0.599,-0.960,-0.007,3.601,13.428,-3.967
0.612,-0.981,-0.024,3.723,14.099,-2.991
0.622,-0.997,-0.050,3.845,13.977,-2.258
0.625,-0.998,-0.079,1.404,14.343,-0.793
0.620,-0.991,-0.097,0.610,9.888,1.709
0.611,-0.973,-0.099,-1.587,7.080,2.808
0.599,-0.954,-0.093,-3.540,3.662,4.395
0.589,-0.942,-0.082,-3.967,1.343,5.981
0.571,-0.931,-0.065,-2.686,-0.061,7.568
0.555,-0.915,-0.039,-0.671,0.549,7.568
0.539,-0.899,-0.022,1.404,1.770,7.507
0.530,-0.883,-0.021,3.174,2.502,7.385
0.524,-0.876,-0.031,1.160,2.625,9.277
0.521,-0.872,-0.035,0.183,2.136,10.132
0.512,-0.860,-0.031,-0.732,1.343,9.827
0.503,-0.841,-0.031,-0.793,0.977,8.789
0.498,-0.823,-0.031,-1.282,0.427,7.751
0.495,-0.809,-0.029,-2.441,0.122,7.324
0.497,-0.799,-0.027,-4.456,0.732,6.897
0.495,-0.803,-0.022,-5.737,0.610,6.470
0.491,-0.810,-0.007,-3.235,-0.977,6.226
0.494,-0.819,0.002,0.061,-0.366,6.165
0.504,-0.831,0.002,2.808,1.221,5.310
0.519,-0.841,0.000,4.272,2.808,3.967
0.530,-0.855,-0.004,3.723,4.150,2.869
0.541,-0.855,-0.012,2.625,2.625,3.296
0.548,-0.849,-0.014,1.160,2.869,2.197
0.548,-0.840,-0.007,-2.258,1.587,3.113
0.540,-0.833,0.003,-5.676,0.549,2.930
0.539,-0.840,0.021,-8.484,0.977,1.099
0.546,-0.856,0.030,-8.911,0.366,1.099
0.547,-0.860,0.020,-8.423,3.418,1.221
0.551,-0.866,0.002,-5.798,6.653,1.648
0.555,-0.868,-0.011,-1.648,6.470,1.770
0.551,-0.865,-0.020,0.977,6.042,1.465
0.553,-0.862,-0.023,1.648,5.554,1.221
0.557,-0.865,-0.028,0.122,4.883,1.526
0.564,-0.872,-0.034,0.305,3.967,0.977
0.566,-0.879,-0.029,0.244,2.930,1.038
0.560,-0.883,-0.007,0.183,1.770,1.587
0.553,-0.892,0.012,-0.977,2.014,3.052
0.544,-0.897,0.030,-1.709,3.296,4.089
0.536,-0.890,0.039,-0.793,3.845,4.333
0.538,-0.887,0.032,0.427,5.188,4.456
0.542,-0.885,0.008,-1.953,5.981,6.775
0.545,-0.865,-0.009,-2.441,5.920,7.874
0.546,-0.847,-0.018,-2.625,6.653,6.714
0.549,-0.839,-0.017,-2.930,6.348,5.371
0.549,-0.845,-0.003,-3.357,4.639,4.639
0.547,-0.847,0.004,-5.310,5.249,4.822
0.544,-0.842,0.005,-3.967,5.127,4.883
0.533,-0.825,0.014,-2.258,5.554,5.127
0.538,-0.830,0.025,-1.953,5.615,4.761
0.539,-0.827,0.035,-1.282,5.432,4.028
0.549,-0.846,0.034,-2.319,6.348,3.967
0.559,-0.872,0.031,-2.563,8.240,3.662
0.565,-0.887,0.033,-0.732,9.705,2.686
0.581,-0.900,0.033,1.587,10.437,3.906
0.604,-0.917,0.028,5.066,13.977,3.723
0.646,-0.958,0.037,8.606,16.846,2.502
0.713,-1.009,0.044,12.451,19.104,1.770
0.791,-1.083,0.054,19.470,19.287,0.854
0.874,-1.170,0.062,25.513,20.752,1.648
0.938,-1.219,0.068,26.367,22.522,5.615
0.983,-1.246,0.066,25.208,24.231,10.132
0.992,-1.250,0.055,19.775,25.330,14.893
0.985,-1.254,0.034,10.132,24.536,18.555
0.969,-1.268,-0.002,-1.587,21.179,22.034
0.982,-1.397,-0.365,-25.452,22.278,31.311
0.986,-1.421,-0.418,-15.381,17.029,36.194
0.977,-1.435,-0.435,-6.409,13.062,41.748
0.988,-1.425,-0.423,2.075,6.836,48.645
0.997,-1.391,-0.385,10.803,1.587,54.077
0.998,-1.367,-0.348,14.221,-0.366,59.753
0.999,-1.349,-0.308,17.639,-4.333,63.782
0.984,-1.332,-0.275,16.235,-7.202,68.176
0.961,-1.315,-0.260,12.329,-9.399,73.914
0.919,-1.284,-0.272,6.287,-11.353,80.139
0.866,-1.239,-0.286,0.549,-14.465,85.144
0.824,-1.189,-0.253,-6.531,-21.973,90.454
0.781,-1.158,-0.194,-13.977,-27.466,93.140
0.733,-1.112,-0.111,-19.348,-32.410,95.886
0.676,-1.044,-0.035,-20.691,-36.987,98.511
0.611,-0.952,0.026,-21.118,-37.659,101.196
0.562,-0.853,0.067,-24.292,-36.743,104.980
0.516,-0.752,0.088,-28.503,-32.227,104.858
0.475,-0.661,0.096,-32.043,-31.189,104.248
0.441,-0.581,0.106,-35.828,-29.114,102.600
0.406,-0.503,0.129,-35.034,-27.832,98.145
0.381,-0.448,0.157,-33.325,-25.879,94.482
0.361,-0.394,0.176,-31.799,-22.888,92.651
0.346,-0.349,0.169,-27.161,-15.991,88.135
0.335,-0.314,0.141,-20.386,-7.568,83.252
0.327,-0.283,0.106,-11.902,-3.235,78.491
0.324,-0.263,0.071,-8.118,-0.732,75.012
0.314,-0.239,0.043,-4.211,1.282,70.435
0.305,-0.208,0.022,-3.113,2.502,67.505
0.296,-0.167,-0.002,-3.845,5.005,63.843
0.291,-0.137,-0.041,-5.981,8.545,58.044
0.294,-0.114,-0.097,-8.240,7.996,52.185
0.303,-0.104,-0.174,-13.855,8.606,46.387
0.311,-0.088,-0.250,-21.973,6.958,43.152
0.316,-0.074,-0.323,-27.405,4.639,39.490
0.318,-0.071,-0.398,-29.541,3.174,33.752
0.344,-0.076,-0.493,-30.701,0.977,28.931
0.353,-0.094,-0.594,-32.898,-1.221,26.855
0.372,-0.124,-0.691,-28.809,-1.526,23.071
0.395,-0.154,-0.763,-16.479,-2.563,19.531
0.427,-0.167,-0.828,0.305,-4.211,17.639
0.456,-0.170,-0.893,14.648,-5.127,17.944
0.490,-0.184,-0.960,28.992,-8.240,16.174
0.515,-0.201,-0.995,41.565,-15.320,14.160
0.548,-0.206,-1.015,48.889,-24.353,13.245
0.587,-0.237,-1.010,57.373,-34.058,10.071
0.618,-0.290,-0.947,65.002,-47.363,7.141
0.644,-0.340,-0.804,71.533,-60.913,5.249
0.684,-0.388,-0.642,78.491,-70.496,4.028
0.731,-0.443,-0.538,83.130,-73.059,5.066
0.755,-0.456,-0.472,84.167,-73.914,8.545
0.758,-0.417,-0.441,82.520,-73.547,12.207
0.760,-0.379,-0.420,82.214,-72.754,12.024
0.751,-0.373,-0.357,85.388,-78.003,8.850
0.775,-0.388,-0.223,89.172,-85.144,2.869
0.805,-0.443,-0.052,95.032,-91.797,-1.892
0.853,-0.547,0.096,106.323,-92.590,-4.272
0.872,-0.629,0.216,117.493,-87.341,-4.944
0.883,-0.690,0.286,126.526,-78.430,-4.211
0.890,-0.710,0.363,133.484,-71.777,-1.892
0.888,-0.715,0.433,137.573,-63.049,-0.671
0.883,-0.754,0.499,139.954,-56.213,-0.427
0.873,-0.818,0.583,138.550,-50.659,-0.916
0.844,-0.858,0.669,137.695,-47.241,-0.610
0.824,-0.877,0.716,136.169,-39.429,0.244
0.820,-0.870,0.718,133.850,-28.870,0.732
0.827,-0.839,0.656,127.625,-17.578,0.000
0.830,-0.824,0.555,116.455,-10.071,-1.221
0.828,-0.825,0.476,98.938,-8.789,-1.404
0.805,-0.830,0.460,86.853,-15.625,-2.197
0.761,-0.837,0.495,80.811,-20.630,-3.418
0.707,-0.827,0.560,77.332,-25.452,-2.563
0.637,-0.804,0.630,74.036,-27.710,-2.747
0.568,-0.764,0.691,66.833,-27.100,-2.319
0.501,-0.720,0.759,57.251,-25.635,-3.967
0.452,-0.673,0.786,42.847,-22.156,-5.432
0.424,-0.639,0.752,29.358,-13.733,-8.606
0.402,-0.618,0.675,19.043,-5.554,-10.254
0.389,-0.601,0.599,13.367,1.953,-12.146
0.357,-0.564,0.525,12.939,5.920,-12.634
0.296,-0.485,0.459,14.282,11.597,-12.451
0.233,-0.395,0.411,18.982,15.015,-13.794
0.180,-0.331,0.357,24.658,20.203,-19.165
0.148,-0.276,0.293,28.198,25.879,-25.635
0.134,-0.273,0.228,30.457,29.968,-34.424
0.149,-0.300,0.173,28.076,32.349,-43.274
0.167,-0.331,0.122,22.278,34.058,-51.575
0.190,-0.365,0.055,14.465,34.119,-56.885
0.217,-0.380,-0.004,10.742,31.250,-61.768
0.233,-0.374,-0.040,9.705,28.625,-67.261
0.247,-0.358,-0.073,11.719,24.963,-71.167
0.251,-0.351,-0.086,15.320,22.156,-76.233
0.248,-0.369,-0.074,15.808,17.517,-80.200
0.249,-0.391,-0.045,19.104,14.282,-86.548
0.283,-0.423,-0.011,23.437,14.587,-92.529
0.321,-0.477,-0.009,26.978,15.686,-97.595
0.390,-0.540,-0.032,28.625,18.433,-103.821
0.456,-0.626,-0.052,25.818,20.081,-107.544
0.527,-0.746,-0.065,24.475,17.151,-110.107
0.574,-0.843,-0.062,21.973,14.404,-110.901
0.616,-0.906,-0.034,18.127,8.667,-109.497
0.631,-0.971,0.041,15.076,2.808,-107.971
0.651,-1.052,0.131,12.634,0.183,-106.079
0.694,-1.143,0.186,12.756,3.174,-104.004
0.739,-1.221,0.203,17.151,9.888,-99.731
0.789,-1.291,0.197,28.015,18.494,-94.971
0.813,-1.328,0.161,37.537,25.452,-88.501
0.819,-1.331,0.116,40.222,30.151,-82.214
0.840,-1.331,0.078,36.682,30.762,-76.599
0.858,-1.349,0.066,30.212,30.701,-72.266
0.875,-1.358,0.072,22.705,27.893,-67.139
0.868,-1.358,0.083,14.282,27.954,-60.791
0.843,-1.361,0.091,9.644,29.602,-54.321
0.837,-1.356,0.084,9.705,31.555,-48.279
0.806,-1.352,0.101,14.099,32.532,-44.067
0.845,-1.421,0.123,19.958,35.339,-41.931
0.867,-1.466,0.132,28.503,39.246,-37.048
0.868,-1.511,0.148,35.767,39.917,-31.860
0.898,-1.539,0.183,36.133,37.842,-26.917
0.889,-1.629,0.347,25.146,33.569,-12.207
0.825,-1.614,0.456,20.630,31.982,-4.089
0.771,-1.601,0.563,17.761,33.691,1.221
0.723,-1.609,0.627,12.329,41.138,7.080
0.672,-1.601,0.619,5.493,51.880,13.855
0.648,-1.596,0.540,0.427,65.002,20.630
0.622,-1.594,0.403,-3.662,78.247,28.931
0.589,-1.569,0.245,-5.798,86.304,36.743
0.564,-1.529,0.109,-8.423,89.172,43.640
0.536,-1.473,0.029,-10.376,82.764,49.194
0.491,-1.393,0.042,-18.250,73.242,53.284
0.448,-1.318,0.110,-31.494,59.875,56.396
0.391,-1.247,0.178,-47.058,53.528,57.495
0.338,-1.176,0.203,-59.265,53.040,58.777
0.296,-1.112,0.206,-66.772,57.068,58.838
0.279,-1.071,0.198,-68.237,62.012,58.228
0.283,-1.023,0.180,-65.918,68.481,57.068
0.283,-0.975,0.167,-61.768,73.914,56.946
0.271,-0.929,0.139,-57.556,80.811,55.359
0.270,-0.898,0.088,-55.969,86.304,54.565
0.263,-0.880,0.022,-56.702,91.370,51.880
0.268,-0.862,-0.034,-58.716,92.712,49.377
0.288,-0.843,-0.078,-62.378,93.628,46.631
0.283,-0.803,-0.096,-65.247,90.698,44.861
0.279,-0.758,-0.126,-70.374,90.942,41.809
0.280,-0.720,-0.181,-77.576,92.041,40.039
0.276,-0.677,-0.226,-81.604,93.262,36.804
0.274,-0.651,-0.263,-83.130,93.933,33.325
0.287,-0.639,-0.321,-82.825,95.215,29.358
0.315,-0.631,-0.396,-80.933,98.206,23.560
0.339,-0.621,-0.461,-82.458,97.595,19.592
0.353,-0.606,-0.503,-86.121,94.482,16.724
0.361,-0.579,-0.533,-89.050,90.332,13.000
0.357,-0.550,-0.555,-92.590,88.318,8.850
0.355,-0.525,-0.587,-94.299,84.351,4.089
0.359,-0.531,-0.629,-97.534,84.045,-1.587
0.364,-0.565,-0.687,-100.281,80.994,-5.676
0.389,-0.615,-0.745,-97.168,80.322,-12.268
0.430,-0.669,-0.807,-89.661,80.078,-15.442
0.470,-0.697,-0.868,-78.003,77.209,-16.663
0.501,-0.715,-0.902,-66.284,74.097,-18.799
0.532,-0.736,-0.901,-55.786,67.688,-20.081
0.567,-0.763,-0.883,-49.622,60.364,-21.423
0.589,-0.806,-0.854,-48.706,53.345,-23.499
0.616,-0.858,-0.839,-51.575,46.753,-24.231
0.647,-0.917,-0.861,-53.589,42.603,-24.719
0.685,-0.985,-0.902,-53.467,39.429,-25.208
0.715,-1.064,-0.921,-49.438,33.691,-24.536
0.765,-1.162,-0.918,-39.185,28.259,-24.048
0.842,-1.275,-0.910,-24.902,23.621,-21.179
0.917,-1.392,-0.888,-7.996,20.142,-17.578
0.973,-1.468,-0.862,6.714,14.404,-9.583
1.008,-1.534,-0.829,19.836,8.728,-2.319
1.022,-1.599,-0.782,27.954,0.183,6.531
1.019,-1.663,-0.675,32.043,-9.155,15.076
1.004,-1.712,-0.531,33.691,-20.020,24.414
0.974,-1.732,-0.412,31.006,-25.818,35.095
0.928,-1.705,-0.337,25.879,-27.466,47.119
0.880,-1.650,-0.305,19.836,-26.428,58.044
0.842,-1.579,-0.304,13.000,-24.597,67.871
0.810,-1.505,-0.322,6.348,-23.071,76.233
0.771,-1.412,-0.361,1.038,-22.095,83.740
0.739,-1.303,-0.407,-1.343,-21.301,90.332
0.719,-1.214,-0.437,-0.305,-22.400,95.337
0.687,-1.131,-0.439,0.427,-25.513,99.487
0.651,-1.069,-0.403,1.648,-30.884,102.112
0.617,-1.004,-0.349,3.296,-35.645,104.065
0.581,-0.943,-0.293,4.639,-37.781,105.042
0.543,-0.875,-0.255,3.296,-38.940,106.934
0.517,-0.810,-0.234,1.892,-40.649,107.361
0.501,-0.748,-0.206,-2.808,-41.016,106.201
0.493,-0.697,-0.148,-7.324,-43.945,104.126
0.493,-0.654,-0.095,-11.963,-44.434,101.563
0.492,-0.606,-0.081,-16.174,-42.480,100.525
0.480,-0.543,-0.080,-21.240,-40.344,100.952
0.461,-0.485,-0.083,-24.475,-39.551,100.220
0.446,-0.424,-0.092,-25.879,-38.879,98.267
0.426,-0.351,-0.104,-25.452,-38.879,96.130
0.413,-0.254,-0.112,-23.926,-39.063,94.788
0.412,-0.174,-0.120,-18.616,-36.865,90.698
0.410,-0.119,-0.119,-12.146,-34.302,85.205
0.416,-0.089,-0.112,-5.005,-32.043,77.332
0.424,-0.085,-0.094,-0.061,-33.386,71.655
0.431,-0.082,-0.077,2.747,-33.569,66.040
0.432,-0.089,-0.048,5.127,-32.410,59.204
0.435,-0.101,-0.010,10.254,-33.813,52.979
0.442,-0.114,0.041,12.756,-35.156,49.011
0.450,-0.128,0.108,14.526,-34.485,44.250
0.462,-0.131,0.162,15.198,-30.884,39.795
0.471,-0.130,0.183,15.442,-26.367,36.133
0.485,-0.139,0.172,14.832,-19.958,30.457
0.521,-0.167,0.157,13.245,-15.686,25.391
0.537,-0.200,0.153,12.573,-14.221,21.240
0.565,-0.212,0.153,11.780,-13.611,17.883
0.580,-0.231,0.158,9.949,-12.756,13.489
0.608,-0.251,0.153,7.629,-13.794,9.338
0.632,-0.272,0.144,1.160,-14.465,7.446
0.651,-0.302,0.148,-3.418,-15.747,5.066
0.669,-0.343,0.163,-5.188,-14.709,2.869
0.695,-0.380,0.183,-2.380,-14.465,1.892
0.723,-0.405,0.187,0.488,-10.132,1.709
0.739,-0.428,0.187,5.798,-8.179,1.282
0.754,-0.429,0.195,7.324,-7.446,2.625
0.763,-0.424,0.203,7.507,-6.348,2.380
0.767,-0.424,0.210,6.165,-5.676,2.014
0.776,-0.424,0.213,3.296,-5.737,2.869
0.781,-0.420,0.223,1.770,-2.502,0.854
0.796,-0.427,0.236,2.441,-0.610,-0.488
0.809,-0.431,0.229,2.014,2.319,-1.160
0.815,-0.432,0.205,0.122,6.714,-1.099
0.818,-0.436,0.169,0.061,10.315,-1.953
0.819,-0.449,0.141,1.587,11.230,-3.418
0.833,-0.469,0.114,0.977,12.329,-3.052
0.848,-0.482,0.083,2.258,13.855,-4.089
0.857,-0.487,0.061,2.686,13.245,-3.845
0.855,-0.498,0.055,3.662,12.756,-4.456
0.860,-0.504,0.050,3.601,10.742,-3.479
0.858,-0.512,0.044,4.089,11.353,-4.333
0.859,-0.512,0.044,3.601,9.277,-3.784
0.746,-1.861,-0.141,-17.029,32.104,-119.446
0.784,-1.929,-0.197,-22.522,26.428,-107.361
0.789,-1.938,-0.239,-24.109,20.813,-93.628
0.800,-1.943,-0.306,-21.301,17.456,-79.834
0.800,-1.909,-0.352,-14.465,13.611,-66.833
0.804,-1.866,-0.395,-4.700,10.986,-55.420
0.797,-1.825,-0.423,3.784,7.629,-44.556
0.791,-1.828,-0.470,10.254,5.371,-33.875
0.782,-1.814,-0.509,18.738,2.808,-23.560
0.757,-1.792,-0.555,29.114,0.854,-13.489
0.724,-1.741,-0.597,39.429,-1.648,-3.540
0.698,-1.668,-0.630,49.683,-5.005,5.310
0.679,-1.588,-0.660,58.411,-8.667,13.123
0.653,-1.508,-0.699,63.782,-12.573,19.653
0.622,-1.436,-0.776,64.453,-17.456,26.062
0.584,-1.360,-0.834,61.096,-25.574,30.762
0.532,-1.271,-0.889,55.298,-36.133,33.997
0.486,-1.212,-0.896,48.828,-48.157,36.743
0.444,-1.169,-0.879,47.363,-58.899,38.513
0.406,-1.130,-0.827,51.880,-68.237,39.978
0.365,-1.077,-0.773,59.570,-74.585,42.053
0.341,-1.000,-0.717,67.017,-78.979,43.640
0.361,-0.934,-0.650,72.815,-83.252,42.175
0.398,-0.900,-0.610,73.853,-87.463,39.795
0.422,-0.882,-0.608,68.115,-91.003,38.269
0.410,-0.851,-0.628,58.472,-97.229,37.598
0.402,-0.825,-0.633,49.744,-106.567,35.950
0.360,-0.813,-0.564,45.715,-119.385,33.569
0.316,-0.817,-0.423,48.279,-132.324,31.128
0.273,-0.823,-0.201,57.556,-143.005,28.015
0.233,-0.818,0.042,68.665,-146.912,24.536
0.218,-0.825,0.277,76.416,-144.409,20.569
0.212,-0.838,0.435,77.942,-134.827,17.578
0.236,-0.851,0.466,75.928,-119.141,15.015
0.290,-0.887,0.390,72.632,-101.135,13.123
0.340,-0.889,0.286,65.674,-89.172,12.085
0.371,-0.872,0.207,56.519,-87.036,11.108
0.375,-0.881,0.237,50.232,-94.849,8.972
0.363,-0.895,0.370,48.645,-106.201,6.592
0.324,-0.916,0.561,51.025,-114.807,5.005
0.286,-0.903,0.769,54.321,-116.516,3.601
0.263,-0.919,0.999,56.763,-112.549,1.526
0.264,-0.903,1.175,54.199,-101.318,-0.366
0.302,-0.894,1.206,47.668,-82.947,-1.526
0.297,-0.916,1.215,40.894,-65.735,-3.357
0.367,-0.974,1.169,33.203,-48.523,-6.409
0.404,-1.007,1.089,26.794,-34.363,-7.080
0.426,-1.015,0.995,21.912,-23.987,-6.348
0.438,-1.021,0.926,20.142,-16.113,-6.104
0.433,-1.022,0.868,18.188,-10.132,-6.165
0.434,-1.035,0.802,15.320,-4.150,-6.714
0.448,-1.095,0.748,13.733,1.038,-8.118
0.483,-1.186,0.689,13.550,6.592,-9.338
0.527,-1.290,0.597,12.085,12.878,-8.789
0.580,-1.389,0.474,8.118,18.188,-6.226
0.646,-1.472,0.342,3.479,20.325,-2.625
0.714,-1.525,0.244,0.244,18.066,1.465
0.760,-1.557,0.194,-3.113,12.634,7.019
0.781,-1.577,0.168,-7.751,6.653,14.160
0.802,-1.583,0.150,-11.353,2.075,20.874
0.816,-1.575,0.135,-12.634,-1.099,27.527
0.827,-1.553,0.123,-13.916,-3.357,33.752
0.845,-1.536,0.110,-15.747,-5.737,40.161
0.848,-1.532,0.116,-17.578,-8.423,45.715
0.846,-1.509,0.150,-19.104,-11.475,50.842
0.828,-1.492,0.175,-21.973,-13.062,57.312
0.805,-1.482,0.186,-25.391,-12.573,63.416
0.754,-1.454,0.174,-30.640,-11.597,69.824
0.756,-1.407,0.148,-36.377,-11.169,75.684
0.700,-1.349,0.151,-40.283,-13.184,78.857
0.660,-1.286,0.143,-47.546,-14.160,84.473
0.635,-1.222,0.132,-51.819,-15.076,88.745
0.596,-1.141,0.125,-55.969,-15.015,92.285
0.558,-1.052,0.110,-57.983,-16.846,95.459
0.525,-0.965,0.100,-60.364,-15.930,96.069
0.492,-0.872,0.094,-64.270,-16.296,97.839
0.462,-0.788,0.072,-66.833,-16.174,97.473
0.441,-0.707,0.046,-67.383,-15.259,97.534
0.423,-0.630,0.030,-63.049,-13.367,95.276
0.406,-0.550,0.020,-56.519,-12.024,93.506
0.384,-0.481,0.015,-49.805,-10.864,91.003
0.367,-0.426,0.002,-44.373,-10.437,87.036
0.353,-0.377,-0.006,-42.175,-12.146,83.923
0.355,-0.326,-0.009,-40.405,-15.320,79.773
0.321,-0.278,0.020,-39.429,-17.822,74.829
0.299,-0.201,0.051,-38.269,-20.264,71.411
0.281,-0.168,0.092,-33.630,-21.973,66.467
0.271,-0.134,0.155,-30.151,-23.865,58.838
0.276,-0.107,0.213,-29.907,-23.376,53.223
0.275,-0.091,0.255,-30.334,-22.705,48.584
0.273,-0.066,0.293,-31.677,-18.799,42.908
0.262,-0.049,0.355,-30.762,-16.602,37.292
0.263,-0.040,0.428,-27.039,-12.451,31.433
0.267,-0.036,0.483,-22.156,-5.981,26.733
0.272,-0.025,0.518,-16.174,1.831,20.691
0.278,-0.034,0.576,-13.977,9.155,14.771
0.306,-0.078,0.657,-13.306,12.756,7.568
0.335,-0.134,0.710,-14.832,20.325,1.526
0.364,-0.181,0.720,-14.099,31.189,-1.526
0.380,-0.207,0.692,-10.681,41.931,-3.296
0.390,-0.233,0.670,-6.409,51.147,-5.493
0.409,-0.281,0.706,-3.235,55.908,-8.484
0.437,-0.339,0.756,-2.563,59.082,-13.123
0.469,-0.404,0.804,-6.226,63.171,-15.869
0.491,-0.462,0.851,-8.179,68.420,-19.104
0.498,-0.507,0.886,-12.329,76.111,-19.348
0.498,-0.540,0.888,-14.648,86.548,-18.982
0.500,-0.573,0.848,-13.855,95.459,-18.250
0.510,-0.597,0.767,-14.465,106.201,-18.372
0.535,-0.632,0.665,-16.785,113.892,-17.761
0.564,-0.673,0.556,-21.362,119.263,-18.372
0.593,-0.700,0.475,-26.611,121.155,-19.836
0.615,-0.727,0.413,-31.616,119.568,-18.372
0.632,-0.744,0.343,-35.400,118.469,-16.357
0.648,-0.737,0.260,-41.138,118.164,-14.954
0.657,-0.732,0.172,-46.997,117.676,-15.076
0.677,-0.743,0.092,-50.049,115.295,-16.724
0.709,-0.764,0.019,-52.917,111.511,-16.663
0.729,-0.776,-0.040,-54.504,107.056,-15.198
